original_title,overview,popularity,poster_path,release_date,title,vote_average,vote_count,imdb_id,status,revenue,budget,collection,productions,genres,release_year
Corvo,,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/tniKJA1pUpcGwfGqk1E3pWEHBgW.jpg,2021-12-23,Corvo,0.0,0,tt6467176,Released,0,50000,,['Motus Nova Group'],"['Documentário', 'Crime']",2021
Σμύρνη μου Αγαπημένη,,1.747,https://image.tmdb.org/t/p/w220_and_h330_face/tREcRnSBUadvE9b0QdzoL69857B.jpg,2021-12-23,Σμύρνη μου Αγαπημένη,8.5,5,tt11935566,Released,0,5700000,,"['Blonde Audiovisual Productions', 'Antenna TV', 'Tanweer Productions', 'Barking Well Media', 'Central Stage']","['Drama', 'História']",2021
Hansel & Gretel: After Ever After,,1.463,https://image.tmdb.org/t/p/w220_and_h330_face/aVAliRzR7fkZkrgderna2AN7mMl.jpg,2021-12-23,Hansel & Gretel: After Ever After,0.0,0,tt16421392,Released,0,0,,['King Bert Productions'],"['Fantasia', 'Família', 'Comédia']",2021
Beanie Mania,,2.218,https://image.tmdb.org/t/p/w220_and_h330_face/rCJq1GMW1UVk7HYu03Vbv2hY89y.jpg,2021-12-23,Beanie Mania,6.6,8,tt16433744,Released,0,0,,[],['Documentário'],2021
Shenanigans Nite Club: The Movie,,1.143,https://image.tmdb.org/t/p/w220_and_h330_face/yDVfY305nN2ibp21As3dYf9ixCY.jpg,2021-12-23,Shenanigans Nite Club: The Movie,0.0,0,,Released,0,0,,['Lightstart Studios'],"['Ficção científica', 'Música', 'Ação', 'Aventura', 'Comédia', 'Mistério']",2021
Martyr.,,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/hQZ8jA78FRf5TzVVxr6uabYF0iU.jpg,2021-12-23,Martyr.,10.0,1,,Released,0,0,,[],['Drama'],2021
La Magie de Noël à Disneyland : Les Plus Grands Secrets Enfin Révélés !,,0.787,https://image.tmdb.org/t/p/w220_and_h330_face/tyX3Rd32AAQk9ilCUopJv3Yo0gx.jpg,2021-12-23,La Magie de Noël à Disneyland : Les Plus Grands Secrets Enfin Révélés !,5.1,4,,Released,0,0,Les Plus Grands Secrets Révélés de Disney,"['Mad Productions', 'Disneyland Paris']",['Documentário'],2021
Caveman - Der Kinofilm,,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/wlObR7Ls8pO52bi9YNdTjkV9PTn.jpg,2021-12-23,Caveman - Der Kinofilm,0.0,0,tt14211736,Released,0,0,,[],['Comédia'],2021
Reno 911!: The Hunt for QAnon,,7.601,https://image.tmdb.org/t/p/w220_and_h330_face/u8Mgy1UKexJfXjsTsglD83HkL5Z.jpg,2021-12-23,Reno 911!: The Hunt for QAnon,6.2,79,tt16124480,Released,0,0,Reno 911! Collection,['MTV Entertainment Studios'],['Comédia'],2021
Christmas Is Canceled,"A jovem Emma descobre que terá que passar as festas de fim de ano com seu pai, um viúvo, e a nova namorada dele, uma antiga colega de escola de Emma. Desesperada, ela fará de tudo para separar o casal antes do Natal.",17.005,https://image.tmdb.org/t/p/w220_and_h330_face/qi5vnjspWNNxmWNBjq78n07Yink.jpg,2021-12-23,O Natal Foi Cancelado,6.1,50,tt15186426,Released,0,0,,"['MarVista Entertainment', 'The Line Film Company', 'Particular Crowd']",['Comédia'],2021
Beautiful Missing People,,0.643,https://image.tmdb.org/t/p/w220_and_h330_face/n6kd8wfneYJoqShYh1XRXQDuKpT.jpg,2021-12-23,Beautiful Missing People,0.0,0,,Released,0,1500,,['MOTiF Productions'],"['Thriller', 'Romance', 'Mistério', 'Drama']",2021
Coming Out Cops,,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/rd9SVZrcGEXNOJ6H65PS2rtrQFx.jpg,2021-12-23,Coming Out Cops,0.0,0,tt14962558,Released,0,0,,[],[],2021
Sepeda Presiden,,1.149,https://image.tmdb.org/t/p/w220_and_h330_face/khsW8OpNoFFufKEVLD84kJghRV4.jpg,2021-12-23,Sepeda Presiden,0.0,0,,Released,0,0,,['Radepa Studio'],"['Drama', 'Música', 'Comédia']",2021
Sweet as Maple Syrup,,4.978,https://image.tmdb.org/t/p/w220_and_h330_face/g5EGLC4vTD2dBhEDeID9TX0zD5n.jpg,2021-12-23,Sweet as Maple Syrup,6.0,3,tt14250266,Released,0,0,,"['Incendo Productions', 'Incendo Media']","['Cinema TV', 'Comédia', 'Romance']",2021
അജഗജാന്തരം,,1.411,https://image.tmdb.org/t/p/w220_and_h330_face/9SKsMvNArp0ytrjrx5h6rCf1wxN.jpg,2021-12-23,അജഗജാന്തരം,7.0,4,tt11718902,Released,0,0,,['Silver Bay Studios'],['Ação'],2021
Мой папа не подарок,,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/gZTOrIp07CuYZY9hDh4amWFyfqF.jpg,2021-12-23,Мой папа не подарок,2.0,1,tt16401524,Released,0,0,,['KIT Film Studio'],"['Comédia', 'Família']",2021
Teka-Teki Tika,,0.927,https://image.tmdb.org/t/p/w220_and_h330_face/6u2BnD9WM6Jq9VLHstqQDg4zqj4.jpg,2021-12-23,Teka-Teki Tika,6.4,6,tt14728292,Released,0,0,,['Starvision Plus'],"['Comédia', 'Crime', 'Drama', 'Mistério', 'Thriller']",2021
The Lost,"Uma jovem mãe embarca em uma jornada de autodescoberta após a morte acidental de seu filho. Um executivo de meia-idade em um casamento distante permite que suas suspeitas e ciúmes levem a melhor sobre ele. Um aspirante ao rock and roll à beira do estrelato tem uma crise de fé, roubando um carro e pegando um fã misterioso em uma viagem para lugar nenhum. Atormentadas pela dor, dúvidas sobre si mesmo e questões de identidade, essas vidas problemáticas tornam-se inextricavelmente ligadas à medida que uma força muito mais poderosa começa a se estabelecer.",1.277,https://image.tmdb.org/t/p/w220_and_h330_face/2eQIOhoA45yQhERT7IMO9e4mSJ3.jpg,2021-12-23,The Lost,0.0,0,tt6979426,Released,0,0,,[],"['Drama', 'Mistério']",2021
Rebuilding a Dream Christmas,"Abbey, uma bem-sucedida corretora de imóveis, volta para a cidade de sua família durante o Natal para consertar uma casa vitoriana herdada de sua avó. Para ajudar na reforma, ela contrata Josh, sua paixão da época de infância, que agora é pai solteiro do jovem Noah. Durante o tempo em que passam juntos, Abbey revive sentimentos de seu passado e reascende seu sentimento por Josh.",4.398,https://image.tmdb.org/t/p/w220_and_h330_face/hu7OIcJTE1AmpgBgCFRWFM1QbdC.jpg,2021-12-23,Construindo um Lar,5.9,6,tt12921552,Released,0,0,,[],"['Romance', 'Cinema TV']",2021
টনিক,,0.848,https://image.tmdb.org/t/p/w220_and_h330_face/2GPinVhvk4bQWhvkGWRt1XsjWnM.jpg,2021-12-23,টনিক,9.0,1,tt11941700,Released,0,0,,"['Dev Entertainment Ventures', 'Bengal Talkies']",['Comédia'],2021
ராக்கி,,1.628,https://image.tmdb.org/t/p/w220_and_h330_face/40RJvWXMjXj7csOdZ9FP5Za0Ytm.jpg,2021-12-23,ராக்கி,8.5,3,tt11772600,Released,0,0,,['RA Productions'],"['Crime', 'Ação', 'Drama']",2021
Supereroi,"Anna e Marco sabem que precisam de super-poderes para amarem um ao outro e ficarem juntos toda a vida. Ela é uma cartunista de caráter impulsivo, inimiga das convenções; ele é um professor de física convencido de que cada fenômeno tem a sua explicação. O que os mantém juntos é uma incógnita que nenhuma fórmula pode revelar.",6.432,https://image.tmdb.org/t/p/w220_and_h330_face/knQyFEmvpdte7zHoYYQb1RH0ypn.jpg,2021-12-23,Desafios do Amor,7.3,134,tt10791152,Released,882,0,,"['Medusa Film', 'Lotus Production']","['Romance', 'Drama', 'Comédia']",2021
83,"O 25 de junho de 1983, Lord's Cricket Ground testemunhou uma vitória de 14 homens contra os bicampeões mundiais das Índias Ocidentais, colocando a Índia de volta ao palco mundial do críquete.",6.381,https://image.tmdb.org/t/p/w220_and_h330_face/35cSieci5ZHWipU3ILwMgw9UqTA.jpg,2021-12-23,83,6.9,28,tt7518786,Released,25452983,36786988,,"['Reliance Entertainment', 'Phantom Films', 'Kabir Khan Films', 'Nadiadwala Grandson Entertainment', 'Vibri Media', 'KA Productions']","['Drama', 'História']",2021
The Last Warrior: A Messenger of Darkness,,13.186,https://image.tmdb.org/t/p/w220_and_h330_face/o271iaTrhWb3lOI4KoEDhtKNWcK.jpg,2021-12-23,The Last Warrior: A Messenger of Darkness,6.8,36,tt13769630,Released,29694624,7000000,Последний богатырь (Коллекция),"['Yellow, Black & White', 'Cinema Fund', 'The Walt Disney Company CIS']","['Fantasia', 'Aventura', 'Comédia']",2021
Пиноккио. Правдивая история,O jovem Pinóquio foge de seu genial criador Jepetto acompanhado de seu cavalo Tibalt para ver o mundo e se junta ao circo itinerante.,5.532,https://image.tmdb.org/t/p/w220_and_h330_face/5B5dWRlUOpmHjtvY0jQlsdMbHhY.jpg,2021-12-23,Pinocchio,1.9,8,tt8480678,Released,0,0,,"['Licensing Brands', 'Luminescence']","['Animação', 'Fantasia', 'Família']",2021
Four for Deep Breadth,,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/dO9Skkui85hmL7iJhZSD2QNRkao.jpg,2021-12-22,Four for Deep Breadth,0.0,0,,Released,0,0,,[],[],2021
In Luck,,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/vnbrQIUBjDIqVe8lEaryU3OCqny.jpg,2021-12-22,In Luck,0.0,0,tt17559098,Released,0,0,,[],['Ficção científica'],2021
致命嫌疑,,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/adY1gWqBF6j7YQntit2wCbnoWcx.jpg,2021-12-22,致命嫌疑,0.0,0,,Released,0,0,,[],['Drama'],2021
Una voce amica,,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/aome4iCVbKIakB98rkgr60x6Jk4.jpg,2021-12-22,Una voce amica,0.0,0,tt17516522,Released,0,0,,[],[],2021
Feral Beasts: Prime Ministers & The Media,,0.6,,2021-12-22,Feral Beasts: Prime Ministers & The Media,0.0,0,,Released,0,0,,['Sky News'],['Documentário'],2021
Prédiction,,0.643,https://image.tmdb.org/t/p/w220_and_h330_face/rwFyM6yOXl84FcuxYTYW5A1uJJu.jpg,2021-12-22,Prédiction,0.0,0,,Released,0,0,,[],['Drama'],2021
Fraternal,"Uma história centrada na relação entre mãe e filho que, devido à pandemia, vivem cada vez mais em isolamento social e próximos entre si, mas certas coisas não são como aparentam.",0.6,,2021-12-22,Fraternal,0.0,0,,Released,0,0,,[],[],2021
Lovecraft's Nyarlathotep,,0.643,https://image.tmdb.org/t/p/w220_and_h330_face/bXBYAu6HIf8PG3RU8z12AUaXROB.jpg,2021-12-22,Lovecraft's Nyarlathotep,0.0,0,,Released,0,0,,[],"['Terror', 'Fantasia', 'Mistério']",2021
Da Humbug,,0.6,,2021-12-22,Da Humbug,0.0,0,,Released,0,0,,[],[],2021
Noise,,0.6,,2021-12-22,Noise,0.0,0,,Released,0,0,,[],['Terror'],2021
Quasi - Almost Heaven,,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/v4dMMWhcDu83AgNmsS51HFZkLSk.jpg,2021-12-22,Quasi - Almost Heaven,0.0,0,,Released,0,0,,[],[],2021
Le dernier matin du monde,,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/c6885omiY5ETP8ILvZLGK5WZm46.jpg,2021-12-22,Le dernier matin du monde,0.0,0,,Released,0,0,,[],[],2021
Você Vence Em Cinco Dias,"Após receber uma intimação dizendo que possui apenas cinco dias de vida, um homem lida com os estágios do luto em meio a gravações de despedida, deterioração física e uma nova paixão.",0.6,https://image.tmdb.org/t/p/w220_and_h330_face/oG3nFG3AaHyeJjltlJRBCtj5gLA.jpg,2021-12-22,Você Vence Em Cinco Dias,10.0,1,,Released,0,250,,[],"['Comédia', 'Drama']",2021
Requin - Le mangeur de sable,,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/kuRXkJj02bG1KlFh0ltTxoJEav3.jpg,2021-12-22,Requin - Le mangeur de sable,8.0,1,,Released,0,0,,[],['Documentário'],2021
Semaforo rosso,,0.673,https://image.tmdb.org/t/p/w220_and_h330_face/qGIjtqqD86OLoNql89V8ApsyzK9.jpg,2021-12-22,Semaforo rosso,6.0,1,tt16485280,Released,0,0,,"['Marte Studios', 'Arte Atelier']",['Drama'],2021
Bittersweet Sixteen,,0.826,https://image.tmdb.org/t/p/w220_and_h330_face/9cVTUOa17wDuOdikGQUJTF6fndQ.jpg,2021-12-22,Bittersweet Sixteen,7.0,1,tt15292074,Released,0,0,,"['Banijay Belgium', 'Max Rockatansky']","['Comédia', 'Drama']",2021
Luck Be a Lady Tonight,,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/oZCwSEYYcQ8F9JiVhW20Tonh3fT.jpg,2021-12-22,Luck Be a Lady Tonight,0.0,0,,Released,0,0,,[],"['Documentário', 'Aventura']",2021
"Règlements de comptes à l'institut : Paris, août-septembre 1944",,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/ir7gYAcAPNNaJ9lnHxx8rtf6Tag.jpg,2021-12-22,"Règlements de comptes à l'institut : Paris, août-septembre 1944",6.0,1,,Released,0,0,,"['Les Films du Tambour de soie', 'Histoire TV']","['Documentário', 'Crime', 'História']",2021
Hard Quiz: Battle of the Has Beens,,0.94,https://image.tmdb.org/t/p/w220_and_h330_face/7UjMYlRwyv2udwSTJV81a7WtHSB.jpg,2021-12-22,Hard Quiz: Battle of the Has Beens,0.0,0,,Released,0,0,,['Australian Broadcasting Corporation'],['Comédia'],2021
War of the Worlds: Annihilation,,53.975,https://image.tmdb.org/t/p/w220_and_h330_face/jkkyb7uayYSKfjYGjLtRL8o0nmK.jpg,2021-12-22,War of the Worlds: Annihilation,5.3,78,tt16611138,Released,0,0,,['The Asylum'],"['Ficção científica', 'Ação']",2021
Madame Tussauds: The Full Wax,,0.673,https://image.tmdb.org/t/p/w220_and_h330_face/tWudbOnXZWtLTtZrOcatMkmRKUf.jpg,2021-12-22,Madame Tussauds: The Full Wax,7.0,1,,Released,0,0,,[],[],2021
Our Victorian Christmas,,0.6,,2021-12-22,Our Victorian Christmas,0.0,0,,Released,0,0,,['Channel 5'],[],2021
Take Care,,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/66hQLmHG3CVT0b13wGrqtvUuZP0.jpg,2021-12-22,Take Care,0.0,0,,Released,0,0,,['Greener Pictures'],"['Mistério', 'Ficção científica', 'Terror', 'Comédia']",2021
Pierre Palmade joue ses sketches,,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/1Rgc98l2YFJ4zW7212LNVqQv6gb.jpg,2021-12-22,Pierre Palmade joue ses sketches,0.0,0,,Released,0,0,,"['Supermouche Productions', ""KI M'AIME ME SUIVE"", 'Comedie +', 'OLYMPIA TV', 'C8']","['Comédia', 'Família']",2021
Me and The Matrix,,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/i9A8PKfzxyp4HxjqoEupKcZfofr.jpg,2021-12-22,Me and The Matrix,0.0,0,tt21097728,Released,0,0,,[],['Animação'],2021
Clinton Baptiste Goes Stratospheric,,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/8krH6eDhNrvw8mIONpJAc9ttIv8.jpg,2021-12-22,Clinton Baptiste Goes Stratospheric,0.0,0,,Released,0,0,,[],[],2021
ONYX,,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/fXzmhF9mzoTzMOVdMwd2UXSPwOE.jpg,2021-12-22,ONYX,0.0,0,,Released,0,0,,[],[],2021
My Backyard,,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/68EtybEqmr7t51Vmhb2SbAYmrO9.jpg,2021-12-22,My Backyard,0.0,0,,Released,0,0,,[],[],2021
Feed The Birds or Release Me if You Can't,,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/nhauNtQyJVeI8CXdN2JEO7quI1k.jpg,2021-12-22,Feed The Birds or Release Me if You Can't,0.0,0,,Released,0,0,,[],['Drama'],2021
Eye Witness,,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/7qRZlhXtXXJDI9Y0CoGiUln8rCx.jpg,2021-12-22,Eye Witness,0.0,0,,Released,0,0,,['Brainmaker Productions'],"['Crime', 'Terror', 'Thriller', 'Comédia']",2021
Dicas do Fogão Elétrico Especial,Um curta especial do Dicas de casa da Di sobre o Fogão Elétrico,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/lto1qGqLABSix7o4lmMhSBsqv9q.jpg,2021-12-22,Dicas do Fogão Elétrico Especial,9.5,2,,Released,0,0,,"['Studios DaviProduções', 'DaviGaldinoEdition', 'Diandra Santos Produções', 'Dicas de casa da Di']","['Família', 'Documentário']",2021
"Allô, voici mon pénis",,0.643,https://image.tmdb.org/t/p/w220_and_h330_face/mMtzS41sFU9Y58S8bQdoaB249NK.jpg,2021-12-22,"Allô, voici mon pénis",0.0,0,,Released,0,0,,['Urbania Media'],['Documentário'],2021
LCD Soundsystem Holiday Special,,2.658,https://image.tmdb.org/t/p/w220_and_h330_face/I6rSoU2qb0hyeePFkFlMpbLcBt.jpg,2021-12-22,LCD Soundsystem Holiday Special,8.0,1,tt16425166,Released,0,0,,['Amazon Music'],"['Comédia', 'Música']",2021
مربع برمودة,,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/jdN6M2jSFonSpegL4UJejGKM480.jpg,2021-12-22,مربع برمودة,0.0,0,,Released,0,0,,['The Gate Media Group'],['Comédia'],2021
L'odyssée antarctique,,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/1CvYh0lZqlazxI16GYkic6u21eN.jpg,2021-12-22,L'odyssée antarctique,0.0,0,tt16579354,Released,0,0,,[],['Documentário'],2021
Votre Programme,,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/l9PZqVo1vC2LNubmU260Ygma7u.jpg,2021-12-22,Votre Programme,0.0,0,,Released,0,0,,['Wayne Film Productions'],"['Mistério', 'Comédia']",2021
À la rescousse de Naël,,0.893,https://image.tmdb.org/t/p/w220_and_h330_face/bn7Tz1mT1YUxdWDEw0iGHrpZ8DZ.jpg,2021-12-22,À la rescousse de Naël,0.0,0,,Released,0,0,Simon Predj Spéciaux de Naël Collection,['IO Media inc.'],"['Comédia', 'Cinema TV']",2021
La Croisade,Um casal descobre que seu filho de 13 anos vendeu vários objetos de valor para financiar um projeto ecológico secreto com uma ambiciosa missão: salvar o planeta.,3.94,https://image.tmdb.org/t/p/w220_and_h330_face/5maChXhwnpvJxAkmTVrAa0JGUb5.jpg,2021-12-22,Um pequeno grande plano,5.6,27,tt13846352,Released,0,0,,"['Canal+', 'Why Not Productions', 'Ciné+']",['Comédia'],2021
ប៊ូឌីញ ស,"O aspirante a dançarino Samnang e sua família fazem parte de uma comunidade no Edifício Branco, um importante bloco de apartamentos e um marco cultural da capital cambojana. Suas vidas são subitamente destroçadas pela notícia da iminente demolição de sua casa para dar lugar a um novo empreendimento.",1.421,https://image.tmdb.org/t/p/w220_and_h330_face/vJbB8auUGf0yGKzGS63pJ2yVW8N.jpg,2021-12-22,ប៊ូឌីញ ស,6.4,9,tt11813228,Released,0,0,,"['Xstream Pictures', 'DFI', 'Visions Sud Est', 'Apsara Films', 'Anti-Archive', 'Institut Français', 'World Cinema Fund', 'Fonds Images de la Francophonie', 'Kongchak Pictures', 'Torino Film Lab', 'CNC Aide aux cinémas du monde - Institut Français']",['Drama'],2021
Mince Alors 2 !,,2.899,https://image.tmdb.org/t/p/w220_and_h330_face/rVo17ssBrI6cJMGlFVqwy8LQ001.jpg,2021-12-22,Mince Alors 2 !,4.9,17,tt14017174,Released,0,0,Mince Alors ! - Saga,"['M6 Films', 'Thelma Films', 'Mon Voisin Productions']",['Comédia'],2021
C'est toi que j'attendais,,0.703,https://image.tmdb.org/t/p/w220_and_h330_face/nG81nmlUCwyTpUhuv1jDDaX7AZJ.jpg,2021-12-22,C'est toi que j'attendais,5.5,2,tt12976392,Released,0,0,,[],['Documentário'],2021
Bamse och Vulkanön,,1.302,https://image.tmdb.org/t/p/w220_and_h330_face/11wO0C0YO0Q4f1dLjfVzSvcwRWE.jpg,2021-12-22,Bamse och Vulkanön,6.0,2,tt14631498,Released,0,0,Bamse,"['Nordisk Film Sweden', 'Film i Väst', 'SVT', 'Slugger Film']","['Animação', 'Família', 'Comédia']",2021
Madeleine Collins,"Com Virginie Efira. Judith leva uma vida dupla: dois amantes, dois filhos na França e uma filha na Suíça. Enredada em segredos e mentiras, suas vidas começam a se despedaçar.",6.175,https://image.tmdb.org/t/p/w220_and_h330_face/9rA7McvfodCiV80oGyLyocQKQb2.jpg,2021-12-22,O Segredo de Madeleine Collins,6.2,74,tt11310670,Released,0,0,,"['Canal+', 'RTBF', 'Eurimages', 'Les films du Bélier', 'Ciné+', 'Sacem', ""Centre du Cinéma et de l'Audiovisuel de la Fédération Wallonie-Bruxelles"", 'VOO', 'SRG SSR', 'RTS', 'Office Fédéral de la Culture', 'Loterie Suisse Romande', 'BeTV', 'Frakas Productions', 'Ciclic - Région Centre', 'Close Up Films', 'Pictanovo', 'Région Hauts-de-France', 'Casa Kafka Pictures Movie Tax Shelter Empowered by Belfius', 'Cinéforom', 'ANGOA', 'Tax Shelter du Gouvernement Fédéral Belge', 'Cinécap 3', 'Cofimage 31', 'Département de la Seine-Saint-Denis', 'Sofica Manon 10']","['Drama', 'Thriller']",2021
ميكا,,1.4,https://image.tmdb.org/t/p/w220_and_h330_face/enDEU3xyGroWL1lC56iuavvHjfA.jpg,2021-12-22,ميكا,4.0,1,tt10676134,Released,0,0,,"['Elzévir Films', 'La Prod']",['Drama'],2021
她房間裏的雲,"É um inverno chuvoso em Hangzhou. Muzi volta para casa para o Ano Novo Chinês, onde ela desempenha seus papéis como filha, meia-irmã e namorada. Um dia, Muzi acompanha sua irmã mais nova à escola e conhece o dono de um bar local, pai de um outro aluno. O estranho lembra um velho amigo de Muzi, despertando nela memórias de seu relacionamento com alguém que de repente desapareceu no ar. Ao mesmo tempo, seu namorado chega para uma visita. Vagando por essa cidade que lhe parece tão familiar, mas distante, ela busca um lugar ao qual pertença.",2.267,https://image.tmdb.org/t/p/w220_and_h330_face/lrORLi4BFj1EA6L8EFVcvEqJg7u.jpg,2021-12-22,Uma Nuvem no Quarto Dela,6.1,6,tt9628568,Released,0,0,,"['Blackfin (Beijing) Culture & Media Co.', 'Rediance']",['Drama'],2021
A Journal for Jordan,"1º sargento Charles Monroe King, antes de ser morto em ação em Bagdá, escreve um diário para seu filho destinado a dizer-lhe como viver uma vida decente, apesar de crescer sem pai.",9.101,https://image.tmdb.org/t/p/w220_and_h330_face/iauAMW7xAkh04riX5MudCblQYTJ.jpg,2021-12-22,Um Diário para Jordan,7.5,65,tt0995854,Released,6200000,0,,"['Columbia Pictures', 'Escape Artists', 'Mundy Lane Entertainment', 'Bron Studios', 'Creative Wealth Media Finance', 'Outlier Society Productions']","['Drama', 'Romance']",2021
The King's Man,"Quando uma série dos piores tiranos e gênios do crime da história se juntam para criar uma guerra que aniquilará milhões, um homem e seu pupilo precisam correr contra o tempo para pará-los.",94.866,https://image.tmdb.org/t/p/w220_and_h330_face/pVL9AyKKLfUwrYD6jhdsI15gBQ7.jpg,2021-12-22,King's Man: A Origem,6.8,3366,tt6856242,Released,125928656,100000000,Kingsman: Coleção,"['Marv Films', 'Cloudy Productions', '20th Century Studios']","['Ação', 'Aventura', 'Thriller', 'Guerra', 'Mistério']",2021
Spectres,,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/k3yeEn2JWSSrb09WxCOdMUHFl2s.jpg,2021-12-21,Spectres,0.0,0,,Released,0,100,,[],"['Drama', 'Mistério']",2021
"Wir, Europa",,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/pHPLEK2MEasqNKHtilUfHBctPPy.jpg,2021-12-21,"Wir, Europa",0.0,0,tt21991784,Released,0,0,,[],[],2021
කවුරුවත් දන්නේ නෑ,,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/sOQUni5gGxV9r4lXtgxLUo3xs4p.jpg,2021-12-21,කවුරුවත් දන්නේ නෑ,0.0,0,tt12601256,Released,0,0,,['Benn Films'],"['Drama', 'Crime']",2021
Secrets of Diana's Last Royal Christmas: 1991,,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/wONvdME2Qp1W3IPh9ecFACJGmeE.jpg,2021-12-21,Secrets of Diana's Last Royal Christmas: 1991,0.0,0,tt16119112,Released,0,115210,,['Entertain Me Productions LTD'],['Documentário'],2021
Le Show Bonbon (2e Édition),,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/nb04aJwbhwe3V9DBTD7Ula7Uarh.jpg,2021-12-21,Le Show Bonbon (2e Édition),0.0,0,,Released,0,0,,[],[],2021
No Plan B,,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/xKkhcNExodZg1RmBk1QOFkvZc6s.jpg,2021-12-21,No Plan B,0.0,0,,Released,0,100,,['Graham Burdick Films'],['Documentário'],2021
Kathal,,0.643,https://image.tmdb.org/t/p/w220_and_h330_face/m0m92si92p2IRIg9U6fY6BPaMNy.jpg,2021-12-21,Kathal,0.0,0,tt15520608,Released,0,0,,['Kazi House Productions'],"['Família', 'Comédia']",2021
Primavera tardía,,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/uAU0Rcc8Ey4GccDJuHAq4Jm4W5D.jpg,2021-12-21,Primavera tardía,0.0,0,,Released,0,0,,['Primavera Producciones'],['Drama'],2021
攻殻機動隊 SAC_2045 持続可能戦争,Motoko Kusanagi e a Seção 9 encaram uma nova ameaça em 2045 neste filme que reconta a história da primeira temporada de Ghost in the Shell: SAC_2045.,4.914,https://image.tmdb.org/t/p/w220_and_h330_face/mZgikgvgQfzSIop2oQvwuLlHRP2.jpg,2021-12-21,Ghost in the Shell: SAC_2045 – Guerra Sustentável,6.9,24,tt15392166,Released,0,0,Ghost in the Shell: Stand Alone Complex Collection,"['Production I.G', 'FlyingDog', 'Sola Digital Arts']","['Animação', 'Ação', 'Ficção científica']",2021
Human B,,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/9npHOKegREkhWn30kSz16Yz0ENK.jpg,2021-12-21,Human B,10.0,1,tt19373464,Released,0,0,,[],['Documentário'],2021
Chaya Moricher Bone,,0.673,https://image.tmdb.org/t/p/w220_and_h330_face/st6gP8TgJcred3f8n4p0WLBL4Y7.jpg,2021-12-21,Chaya Moricher Bone,9.0,1,tt17066194,Released,0,1250,,"['MANpaCHITRA', 'Alpha-i']","['Drama', 'Guerra']",2021
Billy Connolly: My Absolute Pleasure,,0.649,https://image.tmdb.org/t/p/w220_and_h330_face/8XsvWpdZKuXyfIg6MXFVwKwz47e.jpg,2021-12-21,Billy Connolly: My Absolute Pleasure,0.0,0,tt16741544,Released,0,0,,['ITV'],"['Comédia', 'Documentário']",2021
Underneath: An Anthology of Terror,,1.486,https://image.tmdb.org/t/p/w220_and_h330_face/yCQE3PtQHd46HA9ptk9MF1WcWzz.jpg,2021-12-21,Underneath: An Anthology of Terror,0.0,0,tt7830062,Released,0,0,,['Thinking Chrome Productions'],['Terror'],2021
Covidland: The Mask,,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/vha9RSz2cpSu4XL0PKlh1SuEawD.jpg,2021-12-21,Covidland: The Mask,0.0,0,tt17002752,Released,0,0,Covidland Collection,['Framing the World'],['Documentário'],2021
Overnight Overkill,,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/fZGvstkAv0hhfx71z7O5AHkNBrp.jpg,2021-12-21,Overnight Overkill,0.0,0,,Released,40,20,,['Moat And Thredgold Productions'],"['Comédia', 'Terror', 'Mistério']",2021
L’Auberge du Cheval Blanc - Opéra de Lausanne,,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/SN5FAYkOPBrEL3z724FRDEdnz7.jpg,2021-12-21,L’Auberge du Cheval Blanc - Opéra de Lausanne,0.0,0,,Released,0,0,,[],['Música'],2021
