original_title,overview,popularity,poster_path,release_date,title,vote_average,vote_count,imdb_id,status,revenue,budget,collection,productions,genres,release_year
Cam Girls,"Jenna, Kelly e Ness, três jovens mulheres, estão isoladas em meio à pandemia. Com pouco para fazer em casa e muito tempo disponível, elas passam horas conversando entre si online, discutindo seus desejos, frustrações sexuais e fantasias que realizam com seus parceiros. Com a ajuda de suas webcams, as três começam a explorar um mundo de swing, orgias e BDSM através da internet. À medida que seus olhos são abertos e suas paixões são libertadas, será que elas estarão dispostas a seguir com esses desejos quando voltarem ao mundo real?",4.556,https://image.tmdb.org/t/p/w220_and_h330_face/e1kBNXNYG1CG2i4oC7ZAJyYxM5u.jpg,2021-11-25,Cam Girls - Garotas da Web,6.7,30,tt12319706,Released,0,0,,['Proportion Productions'],['Romance'],2021
Un monde,"A menina Nora, de sete anos, e seu irmão mais velho, Abel, estão de volta à escola. Quando Nora testemunha seu irmão ser perseguido por outros garotos, ela corre para protegê-lo e quer avisar seu pai, mas Abel a força a permanecer em silêncio. Presa em um conflito de lealdade, Nora tenta encontrar seu lugar no tumultuado ambiente escolar, dividida entre os mundos adulto e infantil. Representante da Bélgica no Oscar 2022 de Filme Internacional. Venceu o prêmio FIPRESCI (da Crítica Internacional) da mostra Un Certain Regard no Festival de Cannes 2021. Prêmio de Melhor Primeiro Filme no Festival de Londres 2021.",5.501,https://image.tmdb.org/t/p/w220_and_h330_face/p0LV3XTxlbaPJqPHrgtRfL4MgWa.jpg,2021-11-25,Un monde,7.3,84,tt11087960,Released,0,1183025,,"['Lunanime', ""Centre du Cinéma et de l'Audiovisuel de la Fédération Wallonie-Bruxelles"", 'VOO', 'Wallimage', 'BeTV', 'Vlaams Audiovisueel Fonds', 'Dragons Films', 'Tandem']",['Drama'],2021
Den Næstsidste,"Um conto kafkiano de um insignificante inspetor de água que chega a um gigantesco edifício remoto para registrar os medidores de água dos moradores. Antes que ele perceba, ele se encontra preso dentro do prédio, enfrentando um labirinto impenetrável de obstáculos. Em sua tentativa de fuga, a percepção da realidade, do racional e dos resquícios de sua existência humana é virada de cabeça para baixo.",0.657,https://image.tmdb.org/t/p/w220_and_h330_face/qA4llcYhRSLiaNydq1t8saE5IHc.jpg,2021-11-25,O Penúltimo,0.0,0,tt13269230,Released,0,1170000,,"['Chezville', 'Tambo Film']",['Drama'],2021
Kadet 1947,,1.741,https://image.tmdb.org/t/p/w220_and_h330_face/tmUqp7xpO8AuBJQOZo4vbCwDECt.jpg,2021-11-25,Kadet 1947,6.0,2,tt12593454,Released,0,0,,"['Legacy Pictures', 'Screenplay Films', 'Temata']","['Drama', 'História', 'Guerra']",2021
Πράσινη Θάλασσα,,2.304,https://image.tmdb.org/t/p/w220_and_h330_face/1YnlbOnwARptChJjnp5XUJN7GEh.jpg,2021-11-25,Πράσινη Θάλασσα,6.0,3,tt11623722,Released,0,0,,"['EPT', 'Jost Hering Filmproduktion', 'Angeliki Antoniou Filmproduktion', 'Inkas Film Productions']",['Drama'],2021
간호중,,0.692,https://image.tmdb.org/t/p/w220_and_h330_face/1jMgBs6vkgfaGAL7jYjnhaOjwUS.jpg,2021-11-25,간호중,6.8,4,tt15108880,Released,0,0,,"['MBC', 'Soo Film', 'Directors Guild of Korea']",['Ficção científica'],2021
라임크라임,,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/uiHeLtUqp9tvjnkH6quL6i8KsuF.jpg,2021-11-25,라임크라임,4.0,1,tt13994440,Released,0,0,,['Giraffe Slide'],['Música'],2021
Μικρά Όμορφα Άλογα,,0.935,https://image.tmdb.org/t/p/w220_and_h330_face/iW3mvMkGpbCcyaMJt5njeLCt5Hi.jpg,2021-11-25,Μικρά Όμορφα Άλογα,10.0,1,tt9301556,Released,0,0,,"['A Private View', 'Horsefly Productions', 'Massah Film']",['Drama'],2021
Una famiglia mostruosa,,2.402,https://image.tmdb.org/t/p/w220_and_h330_face/dzAPkAj2bZZLarC0dVeYtaNId41.jpg,2021-11-25,Una famiglia mostruosa,5.7,47,tt11847758,Released,0,0,Una famiglia mostruosa - Saga,"['RAI', '01 Distribution', 'IIF - Lucisano Media Group']","['Comédia', 'Fantasia']",2021
सत्यमेव जयते 2,,2.084,https://image.tmdb.org/t/p/w220_and_h330_face/y1ebOObyi97slwBTljIifE67PR5.jpg,2021-11-25,सत्यमेव जयते 2,6.6,10,tt10739666,Released,0,2850000,,"['T-Series', 'Emmay Entertainment']","['Ação', 'Crime', 'Drama', 'Thriller']",2021
Stray,"O filme documental acompanha o cotidiano do trio canino Zeytin, Nazar e Kartal em busca de comida, abrigo e segurança. Em sua jornada, os animais embarcam em aventuras solitárias pela capital da Turquia e fazem amizades com os humanos que conhecem pelo caminho. A produção propõe uma viagem sensorial para novas maneiras de enxergar o próximo.",3.024,https://image.tmdb.org/t/p/w220_and_h330_face/cwYeez0sEh376ADVLIo3tw8VcSK.jpg,2021-11-25,Vida de Cão,6.8,8,tt11905922,Released,13140,0,,"['Magnolia Pictures', 'Dogwoof']",['Documentário'],2021
Yowis Ben 3,,1.275,https://image.tmdb.org/t/p/w220_and_h330_face/qCOBtAaG1IceuqgcipXdDTmRFQP.jpg,2021-11-25,Yowis Ben 3,0.0,0,tt11936544,Released,0,0,Yowis Ben,['Starvision Plus'],"['Comédia', 'Drama']",2021
Big Night!,,1.128,https://image.tmdb.org/t/p/w220_and_h330_face/bv8druvu1QHKVzgZvboelZnbiGg.jpg,2021-11-25,Big Night!,7.8,2,tt16024312,Released,0,0,,"['The IdeaFirst Company', 'Cignal Entertainment', 'October Train Films']","['Comédia', 'Thriller', 'Drama']",2021
El camino del sol,,1.4,https://image.tmdb.org/t/p/w220_and_h330_face/qhTT3M7vc0W1jL3mnAjd0ai3E7L.jpg,2021-11-25,El camino del sol,0.0,0,tt10544328,Released,0,0,,[],[],2021
Desterro,"Uma casa está em chamas. Todas as casas. Uma viagem resulta em várias viagens e essa é sem regresso. Muitas mulheres falam. Contam suas histórias. A perda, a morte e a luta por ser, ao lado dos outros.",1.038,https://image.tmdb.org/t/p/w220_and_h330_face/w3y7C8p2CfenguopR2yCOlIthP0.jpg,2021-11-25,Desterro,0.0,0,tt10507176,Released,0,0,,"['Terratreme', 'Frutacine', 'Filmes de Abril']",['Drama'],2021
Saint-Narcisse,,4.026,https://image.tmdb.org/t/p/w220_and_h330_face/9jxH6EppY6GwevJr5LLpBYBui7f.jpg,2021-11-25,Saint-Narcisse,5.6,8,tt7768720,Released,0,0,,"['1976 Productions', 'Six Island Productions']","['Comédia', 'Drama', 'Romance']",2021
Hannes,,1.235,https://image.tmdb.org/t/p/w220_and_h330_face/oJxNXniFiAESCfmDuZclS5FeT1y.jpg,2021-11-25,Hannes,7.1,6,tt9256012,Released,0,0,,['Lailaps Pictures'],"['Drama', 'Comédia']",2021
৭২ ঘন্টা,,0.906,https://image.tmdb.org/t/p/w220_and_h330_face/sj5lnwVbMVEK89h2PhoVcUkiPXp.jpg,2021-11-25,৭২ ঘন্টা,0.0,0,tt6427446,Released,0,0,,"['Storyline Movies', 'Atanu Ghosh Productions']","['Comédia', 'Drama', 'Mistério']",2021
Youngtimer-Traktoren XXL – Die legendären 80er und 90er Jahre! (Teil 1),,0.6,,2021-11-24,Youngtimer-Traktoren XXL – Die legendären 80er und 90er Jahre! (Teil 1),0.0,0,,Released,0,0,,['Landtechnikvideos.de'],['Documentário'],2021
The Call of Cableulhu,,0.639,https://image.tmdb.org/t/p/w220_and_h330_face/qwJtvdhDR5QvwsT6s6WkfyCr85u.jpg,2021-11-24,The Call of Cableulhu,0.0,0,tt15521592,Released,0,0,,['Pack a Lunch Productions'],"['Terror', 'Comédia']",2021
Lycinda,,0.6,,2021-11-24,Lycinda,0.0,0,,Released,0,900,,['Curtin University'],"['Terror', 'Thriller', 'Drama']",2021
True Mother,,0.639,https://image.tmdb.org/t/p/w220_and_h330_face/yxscncoI16GbgNzAZfFgWgM5lD1.jpg,2021-11-24,True Mother,0.0,0,,Released,0,0,,[],[],2021
Transmission,,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/tACDVpVKOOOnc3yGvCaGbagicXa.jpg,2021-11-24,Transmission,0.0,0,,Released,0,0,,[],[],2021
Arthur,,0.6,,2021-11-24,Arthur,0.0,0,,Released,0,800,,['Curtin University'],['Drama'],2021
Night Train,,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/jZKBMzxFyNDRqjj7ypA10cWw0vI.jpg,2021-11-24,Night Train,0.0,0,,Released,0,0,,['Sur la table'],['Animação'],2021
The Rise and Fall Of the Ancient Egyptians,,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/ktKIY0082c1sA3NUtgO7Pb1TeQY.jpg,2021-11-24,The Rise and Fall Of the Ancient Egyptians,0.0,0,,Released,0,0,,[],"['Documentário', 'História']",2021
Nuclear,,0.889,https://image.tmdb.org/t/p/w220_and_h330_face/yO0VhyCJwMsR1no7qRn4VewwY67.jpg,2021-11-24,Nuclear,0.0,0,tt18564454,Released,0,2000,,['Curtin University'],"['Drama', 'Terror']",2021
Leila,,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/2IBPLKN2Hep5LJQjQ1qn0ZQKr7x.jpg,2021-11-24,Leila,0.0,0,tt16837980,Released,0,1930,,['Curtin University'],"['Thriller', 'Drama', 'Romance']",2021
(Not So) Great Expectations,,0.639,https://image.tmdb.org/t/p/w220_and_h330_face/ePGJrgMbHLDiwkDcHAseEU3fk4M.jpg,2021-11-24,(Not So) Great Expectations,0.0,0,tt16436234,Released,0,1610,,['Curtin University'],"['Família', 'Drama']",2021
Asbury Park,,1.007,https://image.tmdb.org/t/p/w220_and_h330_face/k82gTnUAFHIbM9v814lQ3O5Rp3T.jpg,2021-11-24,Asbury Park,0.0,0,tt10687016,Released,0,0,,[],['Drama'],2021
So It Goes,,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/tp1m6xyMj1BqrMR7W2qFtFQ0Jwb.jpg,2021-11-24,So It Goes,0.0,0,tt22016564,Released,0,2430,,['Curtin University'],['Drama'],2021
Medicine for the Apocalypse,,0.84,https://image.tmdb.org/t/p/w220_and_h330_face/gjr5QvQY53EfmMVw9pJcj0A285x.jpg,2021-11-24,Medicine for the Apocalypse,0.0,0,tt17008072,Released,0,2050,,['Curtin University'],['Ficção científica'],2021
중독: 윗집 아가씨,,1.044,https://image.tmdb.org/t/p/w220_and_h330_face/heN76b1pCJOwAHxvICoInXvPHHi.jpg,2021-11-24,중독: 윗집 아가씨,0.0,0,,Released,0,0,,[],['Romance'],2021
Devenir elle,,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/1Vk77NVXv1HrWzPLoQoHoaVL5Cf.jpg,2021-11-24,Devenir elle,0.0,0,,Released,0,0,,[],[],2021
L'oeil-cendre,,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/tYGD13komsn3CuHXye2nvkZiOmT.jpg,2021-11-24,L'oeil-cendre,0.0,0,,Released,0,0,,[],[],2021
THE BEE,,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/mIIuLUcwBomtvF3SwHSQGb4qGkM.jpg,2021-11-24,THE BEE,0.0,0,,Released,0,0,,[],[],2021
Hunt for the Pigeon Murderer,,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/6alXBEP7sqcsLvfzAWa6babmLxP.jpg,2021-11-24,Hunt for the Pigeon Murderer,10.0,2,,Released,0,0,,['Pigeon Productions'],"['Documentário', 'Comédia', 'Crime']",2021
穿过雨林,,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/5DJpyjIAQK1iyFtOWPLaMfmEMs0.jpg,2021-11-24,穿过雨林,0.0,0,,Released,0,0,,[],['Drama'],2021
Construcción de un sonido,,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/ddEp4g6paZkYzuGqhtTaD8csxR.jpg,2021-11-24,Construcción de un sonido,0.0,0,,Released,0,0,,['Niños Grandes'],['Drama'],2021
Der Echte Freddie Mercury - Die Münchner Jahre,,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/6lo8Q9Wqeo4t0KRXG4aBIJEUKKy.jpg,2021-11-24,Der Echte Freddie Mercury - Die Münchner Jahre,8.0,1,,Released,0,0,,"['RTL', 'Maxi Media Medienberatung- und Produktionsgesellschaft mbH']","['Documentário', 'Música']",2021
寫實老司機,,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/b9atuhDVkF4vnf22qvrW9YCr0kW.jpg,2021-11-24,寫實老司機,0.0,0,,Released,0,0,,[],[],2021
家家,,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/aWaoMt8n4N3eAfFfLxtFDgXvdSb.jpg,2021-11-24,家家,0.0,0,,Released,0,0,,[],[],2021
The Magic Flute - RCM,,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/2GbCQhDCvZKMoiSoGfvq5hyTBXD.jpg,2021-11-24,The Magic Flute - RCM,0.0,0,,Released,0,0,,[],[],2021
11 Preliminary Orbits Around Planet Lem,,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/xJnRDv7gNVq1s9xxZZ7gzYwS7M.jpg,2021-11-24,11 Preliminary Orbits Around Planet Lem,0.0,0,,Released,0,0,,[],[],2021
Enrique Morente: flamenco impuro,,1.139,https://image.tmdb.org/t/p/w220_and_h330_face/gqyYkmxBPTpD8nbKQ3fBbiSFWeY.jpg,2021-11-24,Enrique Morente: flamenco impuro,0.0,0,,Released,0,0,,['TVE'],['Documentário'],2021
Even More Funny Women of a Certain Age,,0.683,https://image.tmdb.org/t/p/w220_and_h330_face/tPPZIh3GXKFfGDM7HxUufWMXwAg.jpg,2021-11-24,Even More Funny Women of a Certain Age,6.0,1,tt15831104,Released,0,0,,['Killer Bunny Entertainment'],['Comédia'],2021
AOMG ONLINE CONCERT : Above Ordinary 2021,,0.646,https://image.tmdb.org/t/p/w220_and_h330_face/wtFPbqcJHHZistVVRvZnMbXCSpp.jpg,2021-11-24,AOMG ONLINE CONCERT : Above Ordinary 2021,0.0,0,,Released,0,0,,[],['Música'],2021
Doo Sar: A Karakoram Ski Expedition film,,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/xwmj6YGVp9DvMQOSzBXuwTQ0zkL.jpg,2021-11-24,Doo Sar: A Karakoram Ski Expedition film,0.0,0,,Released,0,0,,['Red Bull TV'],"['Documentário', 'Ação', 'Aventura']",2021
Изобретение Новосибирска,,0.6,,2021-11-24,Изобретение Новосибирска,0.0,0,,Released,0,0,,[],['Documentário'],2021
"Claude François, Les Secrets Inavouables",,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/m4xpShe2sIHOuAHYms2vdniKxon.jpg,2021-11-24,"Claude François, Les Secrets Inavouables",0.0,0,,Released,0,0,,"['Label Image', 'Production News']",['Documentário'],2021
Drug Man Gets Bonked,,0.639,https://image.tmdb.org/t/p/w220_and_h330_face/g1CLApa2JkV0nZhp9W5cJpgsel6.jpg,2021-11-24,Drug Man Gets Bonked,0.0,0,,Released,0,66,,[],"['Crime', 'Ação']",2021
Route 4,,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/8fd1u21YGf3dZhX1v8gkntyBOR8.jpg,2021-11-24,Route 4,0.0,0,tt13429306,Released,0,0,,['Boxfish'],['Documentário'],2021
"Hervé Guibert, la mort propagande",,0.639,,2021-11-24,"Hervé Guibert, la mort propagande",0.0,0,tt16290752,Released,0,0,,[],['Documentário'],2021
A Few Slices More,,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/9vmGf7EUyZUKi5yKB4GXdnYlZ4L.jpg,2021-11-24,A Few Slices More,0.0,0,,Released,0,200,,['Black Box Production Company'],"['Comédia', 'Faroeste', 'Ação', 'Aventura']",2021
Fresh Meat: Jeffrey Dahmer,,10.398,https://image.tmdb.org/t/p/w220_and_h330_face/zCx7R6sWaAH0fijU54KfWse5JdX.jpg,2021-11-24,Fresh Meat: Jeffrey Dahmer,7.4,7,tt15750610,Released,0,0,,['Tubi TV'],"['Documentário', 'Crime']",2021
La story de  Freddie Mercury,,2.358,https://image.tmdb.org/t/p/w220_and_h330_face/pHiBv9kAJFzcvzo8BzLGCYTJzsz.jpg,2021-11-24,La story de  Freddie Mercury,0.0,0,,Released,0,0,,[],['Documentário'],2021
Au nom de toutes les autres,,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/3fV6phmYDYOoOP2aEbJy40UZmxT.jpg,2021-11-24,Au nom de toutes les autres,0.0,0,,Released,0,0,,[],"['Drama', 'Cinema TV']",2021
防线·爆弹危机,,0.889,https://image.tmdb.org/t/p/w220_and_h330_face/5pn7QDBIdu04TBPsALHukobdQMJ.jpg,2021-11-24,防线·爆弹危机,0.0,0,,Released,0,0,,[],"['Ação', 'Drama']",2021
寻龙之发丘天棺,,0.648,https://image.tmdb.org/t/p/w220_and_h330_face/tjEENgM9uPlwRGfOePj4G3FW0wG.jpg,2021-11-24,寻龙之发丘天棺,0.0,0,,Released,0,0,,[],"['Drama', 'Fantasia']",2021
Uncovering Rape Culture,,0.6,,2021-11-24,Uncovering Rape Culture,0.0,0,,Released,0,0,,[],[],2021
Keep Sweet,,1.002,https://image.tmdb.org/t/p/w220_and_h330_face/4NXQsBY5p3T5aVJTX4iY4AXTKyP.jpg,2021-11-24,Keep Sweet,6.3,3,tt15533042,Released,0,0,,[],['Documentário'],2021
The Island of Love,,0.6,,2021-11-24,The Island of Love,0.0,0,tt11961652,Released,0,0,,[],[],2021
Jésus 2020,,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/uNtNNGVLnJHHBV9mcJGJBGsXUWt.jpg,2021-11-24,Jésus 2020,0.0,0,tt12973762,Released,0,0,,['Topshot Films'],"['Comédia', 'Fantasia']",2021
SONHO,"""Sonhar é olhar para dentro, aprender é recordar. Hoje minhas lágrimas já não carregam mais tristeza, hoje minhas lágrimas já não carregam mais ódio, só alegria e superação"".",0.6,https://image.tmdb.org/t/p/w220_and_h330_face/3qZ1ZrVP8FQXtX8E25Rbc0SxzYn.jpg,2021-11-24,SONHO,0.0,0,,Released,0,0,,['Stink Films'],['Drama'],2021
A Holiday Chance,,1.258,https://image.tmdb.org/t/p/w220_and_h330_face/onSjBxCh6d93pvpdQKY6zslYXFe.jpg,2021-11-24,A Holiday Chance,0.0,0,tt14785638,Released,0,0,,[],[],2021
The Matchmaker,,2.319,https://image.tmdb.org/t/p/w220_and_h330_face/6uh6Gip36NUc2T87AXnTPD2lAAE.jpg,2021-11-24,The Matchmaker,6.0,1,tt10990248,Released,0,0,,['Hidden Gem Entertainment'],"['Romance', 'Comédia']",2021
Maysville,,1.956,https://image.tmdb.org/t/p/w220_and_h330_face/mV2p0cbtMIAm187IVqNXnH0I8HS.jpg,2021-11-24,Maysville,5.0,1,tt9178190,Released,0,0,,['Hold Your Horses Films'],['Drama'],2021
Nonsense,,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/8GGZSDWjSlUkX28xOQJujFafThf.jpg,2021-11-24,Nonsense,0.0,0,,Released,0,0,,[],[],2021
Marias Sk8teras,"O documentário acompanha um grupo de mulheres skatistas em Ribeirão Preto, mostrando a representação feminina no esporte e a utilização do skate como forma de lazer, organização das mesmas e a ocupação do espaço público.",0.6,https://image.tmdb.org/t/p/w220_and_h330_face/jr5DRpUgg2y4cNj6cmFKOK7iSLY.jpg,2021-11-24,Marias Sk8teras,10.0,1,,Released,0,200,,['Cinestoria'],['Documentário'],2021
Work,,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/28nN5COhPJoAexAou0NeCkf5TgS.jpg,2021-11-24,Work,0.0,0,,Released,0,0,,['ROTA MEDIA'],"['Thriller', 'Drama']",2021
Onironauta: Vigilia y Cognición,,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/85ZUQZBZ6u9FQLg3AVS1bHstaX8.jpg,2021-11-24,Onironauta: Vigilia y Cognición,10.0,1,tt16154894,Released,0,150,,"['Centro de Diseño, Cine y Televisión']",['Fantasia'],2021
Ainda Estou Vivo,"Em Rondônia, detentos participam de uma iniciativa radical de ressocialização. De dia, longe das celas, num espaço amplo e convidativo, eles frequentam terapias alternativas como meditação, reiki e constelação familiar. Através das terapias, encaram seu passado, seus familiares, fantasmas e vítimas, numa busca angustiada por reconciliação. Mas à noite e nos fins de semana, retornam ao cotidiano tóxico da penitenciária. Enquanto aguardam a construção de um novo espaço terapêutico, capaz de acomodá-los em tempo integral, mais um presídio de segurança máxima é inaugurado, ameaçando a permanência de alguns integrantes no projeto.",0.6,https://image.tmdb.org/t/p/w220_and_h330_face/cALFo1bvROFIk7im79EAtD3LKq9.jpg,2021-11-24,Ainda Estou Vivo,10.0,1,tt10756704,Released,0,0,,['Mira Filmes'],['Documentário'],2021
Transe,,1.139,https://image.tmdb.org/t/p/w220_and_h330_face/zXpjSbWqYt8B48fna6ncAUcRzfl.jpg,2021-11-24,Transe,0.0,0,,Released,0,0,,[],[],2021
Soy,,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/lxaBnr3GMNAw0GHRFfrqPKAsSOf.jpg,2021-11-24,Soy,0.0,0,,Released,0,0,,[],[],2021
